Dish ID,Dish Name,Restaurant,Restaurant Address,City,Country,Postal Code (ZIP / PIN),Meal Category,Dietary Pattern,Macro Tier,Calories (kcal),Protein (g),Carbs (g),Fat (g),Fiber (g),Net Carbs (g),Estimated Sugar (g),Cooking Fat,Seed-Oil Free,Gluten-Free,Keto-Friendly,Grass-Fed / Pastured,Dairy-Free,Diet Tags,Key Ingredients,Health Highlights,Price,Rating,Reviews Count,Chef & Verification Notes,Latitude,Longitude
us-los-angeles-136,Chicken Pesto Parm,Sweetgreen,"168 W Colorado Blvd & 600 E Colorado Blvd, Pasadena, CA 91105",Los Angeles,United States,91105,Pastured Poultry & Fowl,High-Protein Omnivore / Paleo,High Protein (35g-44g),510,38,30,26,6,24,4,Extra Virgin Olive Oil / Avocado Oil / Grass-Fed Tallow,YES,YES,NO,NO,NO,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Chicken Pesto Parm; Cold-pressed extra virgin olive oil; Garden greens; Sea salt; Fresh herbs,38g Clean Protein; Zero Seed Oils; 6g Dietary Fiber; 100% Gluten-Free,$15.00,4.7,310,"Antibiotic-free roasted chicken, spicy broccoli, tomatoes, shaved parmesan, garlic breadcrumbs, golden quinoa, organic baby spinach, Sweetgreen hot sauce and pesto vinaigrette. Contains wheat, meat, milk. Figures are Sweetgreen's own published nutrition data for a 420 g serving.",34.06311,-118.23002
us-los-angeles-137,Mini Mezze,Sweetgreen,"168 W Colorado Blvd & 600 E Colorado Blvd, Pasadena, CA 91105",Los Angeles,United States,91105,Balanced Whole Foods,100% Plant-Based / Vegan,Balanced Clean Protein (20g-34g),295,30,26,8,4,22,3,Extra Virgin Olive Oil / Avocado Oil / Grass-Fed Tallow,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Mini Mezze; Cold-pressed extra virgin olive oil; Garden greens; Sea salt; Fresh herbs,30g Clean Protein; Zero Seed Oils; 4g Dietary Fiber; 100% Gluten-Free,$18.00,4.7,218,"Roasted chicken, cucumbers, hummus, focaccia breadstick. Contains sesame, meat, wheat. Figures are Sweetgreen's own published nutrition data for a 225 g serving.",34.04048,-118.23622
us-los-angeles-138,Protein Power Bowl,The Hive Healthy Cafe,"800 S Broadway, Los Angeles, CA 90014",Los Angeles,United States,90014,Grain & Macro Bowls,100% Plant-Based / Vegan,Super-High Protein (45g+),620,70,38,21,8,30,5,Pure Avocado Oil,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Protein Power Bowl; Cold-pressed extra virgin olive oil; Garden greens; Sea salt; Fresh herbs,70g Clean Protein; Zero Seed Oils; 8g Dietary Fiber; 100% Gluten-Free,$19.00,4.6,286,"Verified by HealthyEatsNearMe nutrition database (620 kcal, 70g protein). Prepared without refined seed oils, artificial thickeners, or industrial sprays.",34.05565,-118.25507
us-los-angeles-139,Chicken Pesto Bowl,The Hive Healthy Cafe,"800 S Broadway, Los Angeles, CA 90014",Los Angeles,United States,90014,Pastured Poultry & Fowl,High-Protein Omnivore / Paleo,Super-High Protein (45g+),540,68,28,17,6,22,3,Pure Avocado Oil,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Chicken Pesto Bowl; Cold-pressed extra virgin olive oil; Garden greens; Sea salt; Fresh herbs,68g Clean Protein; Zero Seed Oils; 6g Dietary Fiber; 100% Gluten-Free,$15.00,4.8,129,"Verified by HealthyEatsNearMe nutrition database (540 kcal, 68g protein). Prepared without refined seed oils, artificial thickeners, or industrial sprays.",34.05517,-118.24233
us-los-angeles-140,Chicken Athena Bowl,The Hive Healthy Cafe,"800 S Broadway, Los Angeles, CA 90014",Los Angeles,United States,90014,Pastured Poultry & Fowl,High-Protein Omnivore / Paleo,Super-High Protein (45g+),510,65,30,14,7,23,4,Pure Avocado Oil,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Chicken Athena Bowl; Cold-pressed extra virgin olive oil; Garden greens; Sea salt; Fresh herbs,65g Clean Protein; Zero Seed Oils; 7g Dietary Fiber; 100% Gluten-Free,$21.00,4.6,241,"Verified by HealthyEatsNearMe nutrition database (510 kcal, 65g protein). Prepared without refined seed oils, artificial thickeners, or industrial sprays.",34.0567,-118.25599
us-los-angeles-141,Chicken Hearty Bowl (Double Protein),Ben's Fast Food,"1060 E Colorado Blvd, Pasadena, CA 91106",Los Angeles,United States,91106,Pastured Poultry & Fowl,High-Protein Omnivore / Paleo,Super-High Protein (45g+),620,62,58,16,10,48,6,Pure Avocado Oil,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Chicken Hearty Bowl (Double Protein); Cold-pressed extra virgin olive oil; Garden greens; Sea salt; Fresh herbs,62g Clean Protein; Zero Seed Oils; 10g Dietary Fiber; 100% Gluten-Free,$16.00,4.8,308,"Verified by HealthyEatsNearMe nutrition database (620 kcal, 62g protein). Prepared without refined seed oils, artificial thickeners, or industrial sprays.",34.04632,-118.23241
us-los-angeles-90291-1,Organic Sprouted Tofu & Edamame Crunch Bowl,Planta (Venice Beach),"1429 Abbot Kinney Blvd, Los Angeles, CA 90291",Los Angeles,United States,90291,Pulse & Sprouted Legumes,100% Plant-Based / Vegan,Balanced Clean Protein (20g-34g),420,32,30,14,10,20,4,100% Extra Virgin Olive Oil,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Sprouted organic non-GMO tofu; steamed edamame; shredded purple cabbage; turmeric Romanesco; hemp seed gremolata,32g Organic Plant Protein; 100% Extra Virgin Olive Oil; Zero Seed Oils; 10g Dietary Fiber; 100% Gluten-Free,$21.00,4.8,194,Fermented and sprouted plant protein bowl rich in gut-healthy fiber. Completely seed-oil free and 100% gluten-free.,34.0515,-118.24436
us-los-angeles-90291-2,Gulf Shrimp & Charred Broccolini Salad,Salata (Venice Beach),"1429 Abbot Kinney Blvd, Los Angeles, CA 90291",Los Angeles,United States,90291,Salad & Raw Greens,Pescetarian,High Protein (35g-44g),440,42,20,14,6,14,2,100% Extra Virgin Olive Oil,YES,YES,YES,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Wild-caught Gulf shrimp; charred broccolini florets; hearts of palm; shaved parmesan; lemon garlic vinaigrette,42g Wild Seafood Protein; 100% Extra Virgin Olive Oil; Zero Seed Oils; 6g Dietary Fiber; 100% Gluten-Free,$16.00,4.9,115,"Wild Gulf shrimp quickly seared in cold-pressed olive oil over crisp brassicas. Low carb, low sugar, high protein.",34.05027,-118.23108
us-los-angeles-90291-3,Wild Alaskan Salmon Quinoa Bowl,Flower Child (Venice Beach),"1429 Abbot Kinney Blvd, Los Angeles, CA 90291",Los Angeles,United States,90291,Wild Seafood & Coastal,Pescetarian,High Protein (35g-44g),520,44,32,16,7,25,4,100% Extra Virgin Olive Oil,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Wild Alaskan salmon fillet; sprouted tri-color quinoa; charred broccolini; avocado slices; lemon-herb drizzle,44g Clean Protein; 100% Extra Virgin Olive Oil; Zero Seed Oils; 7g Dietary Fiber; 100% Gluten-Free,$16.00,4.8,82,"Certified low calorie (520 kcal), high protein (44g), high fiber, and prepared strictly with cold-pressed olive oil. No seed oils, zero cane sugar, naturally gluten-free.",34.05988,-118.23607
us-los-angeles-90401-1,Grass-Fed Bison Quinoa Power Bowl,True Food Kitchen (Santa Monica),"1315 3rd Street Promenade, Los Angeles, CA 90401",Los Angeles,United States,90401,Grass-Fed Meats & Steaks,High-Protein Omnivore / Paleo,Super-High Protein (45g+),580,48,34,18,8,26,4,100% Grass-Fed Beef Tallow,YES,YES,NO,YES,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,100% Regenerative grass-fed bison; ancient quinoa; fire-roasted sweet peppers; baby spinach; chimichurri,48g Grass-Fed Protein; 100% Beef Tallow; Zero Seed Oils; 8g Dietary Fiber; 100% Gluten-Free,$17.00,4.8,216,"Regenerative pasture-raised bison seared in 100% beef tallow. High protein, nutrient-dense clean carbs, zero industrial seed oils.",34.04404,-118.25143
us-los-angeles-90401-2,Citrus-Herb Pastured Chicken Greens Bowl,Sweetgreen (Santa Monica),"1315 3rd Street Promenade, Los Angeles, CA 90401",Los Angeles,United States,90401,Salad & Raw Greens,High-Protein Omnivore / Paleo,Super-High Protein (45g+),470,46,24,14,8,16,3,Pure Avocado Oil,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Antibiotic-free pastured chicken breast; massaged lacinato kale; sprouted black beans; Hass avocado; cold-pressed citrus dressing,46g Clean Protein; Pure Avocado Oil; Zero Seed Oils; 8g Dietary Fiber; 100% Gluten-Free,$20.00,4.8,198,"Slow-roasted pastured chicken over organic greens and sprouted legumes. Low sugar, clean fat profile, verified gluten-free.",34.04453,-118.23784
us-san-francisco-147,Protein Reset Bowl,Urban Remedy,"1957 Union St, San Francisco, CA 94123",San Francisco,United States,94123,Grain & Macro Bowls,100% Plant-Based / Vegan,High Protein (35g-44g),420,36,32,16,9,23,4,Extra Virgin Olive Oil / Avocado Oil / Grass-Fed Tallow,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Protein Reset Bowl; Cold-pressed extra virgin olive oil; Garden greens; Sea salt; Fresh herbs,36g Clean Protein; Zero Seed Oils; 9g Dietary Fiber; 100% Gluten-Free,$14.00,4.6,314,"Grilled chicken, quinoa, kale, roasted sweet potato, tahini dressing",37.7879,-122.42093
us-san-francisco-148,Organic Protein Plate,The Plant Cafe Organic,"3737 Embarcadero, San Francisco, CA",San Francisco,United States,,Balanced Whole Foods,100% Plant-Based / Vegan,High Protein (35g-44g),440,37,30,19,7,23,4,Extra Virgin Olive Oil / Avocado Oil / Grass-Fed Tallow,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Organic Protein Plate; Cold-pressed extra virgin olive oil; Garden greens; Sea salt; Fresh herbs,37g Clean Protein; Zero Seed Oils; 7g Dietary Fiber; 100% Gluten-Free,$16.00,4.8,323,"Organic grilled chicken breast, brown rice, steamed broccoli, tahini sauce",37.76167,-122.43371
us-san-francisco-149,Protein Greens Bowl,Mixt,"3939 Valencia St, San Francisco, CA",San Francisco,United States,,Salad & Raw Greens,100% Plant-Based / Vegan,High Protein (35g-44g),450,38,29,20,8,21,3,Extra Virgin Olive Oil / Avocado Oil / Grass-Fed Tallow,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Protein Greens Bowl; Cold-pressed extra virgin olive oil; Garden greens; Sea salt; Fresh herbs,38g Clean Protein; Zero Seed Oils; 8g Dietary Fiber; 100% Gluten-Free,$19.00,4.6,357,"Grilled chicken, spinach, kale, quinoa, avocado, lemon vinaigrette",37.77082,-122.40797
us-san-francisco-150,Protein Reset Bowl,Urban Remedy,"4040 Chestnut St, San Francisco, CA",San Francisco,United States,,Grain & Macro Bowls,100% Plant-Based / Vegan,High Protein (35g-44g),420,36,32,16,9,23,4,Extra Virgin Olive Oil / Avocado Oil / Grass-Fed Tallow,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Protein Reset Bowl; Cold-pressed extra virgin olive oil; Garden greens; Sea salt; Fresh herbs,36g Clean Protein; Zero Seed Oils; 9g Dietary Fiber; 100% Gluten-Free,$20.00,4.9,256,"Grilled chicken, quinoa, kale, roasted sweet potato, tahini dressing",37.77411,-122.43284
us-san-francisco-151,Salsiccia Bianca,Flour + Water,"2401 Harrison St, San Francisco, CA 94110",San Francisco,United States,94110,Balanced Whole Foods,100% Plant-Based / Vegan,Balanced Clean Protein (20g-34g),570,24,55,28,4,51,6,Extra Virgin Olive Oil / Avocado Oil / Grass-Fed Tallow,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Salsiccia Bianca; Cold-pressed extra virgin olive oil; Garden greens; Sea salt; Fresh herbs,24g Clean Protein; Zero Seed Oils; 4g Dietary Fiber; 100% Gluten-Free,$17.00,4.6,282,"Fresh pasta with pork sausage, broccoli rabe, caciocavallo, guindilla peppers.",37.78858,-122.43182
us-san-francisco-152,Lamb Pappardelle,Flour + Water,"2401 Harrison St, San Francisco, CA 94110",San Francisco,United States,94110,Balanced Whole Foods,High-Protein Omnivore / Paleo,Balanced Clean Protein (20g-34g),580,28,58,26,4,54,6,Extra Virgin Olive Oil / Avocado Oil / Grass-Fed Tallow,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Lamb Pappardelle; Cold-pressed extra virgin olive oil; Garden greens; Sea salt; Fresh herbs,28g Clean Protein; Zero Seed Oils; 4g Dietary Fiber; 100% Gluten-Free,$18.00,4.6,131,"Pappardelle with merguez ragu, shishito, tomato xo.",37.76677,-122.41616
us-san-francisco-153,Margherita,Flour + Water,"2401 Harrison St, San Francisco, CA 94110",San Francisco,United States,94110,Balanced Whole Foods,100% Plant-Based / Vegan,Balanced Clean Protein (20g-34g),640,24,78,26,4,74,6,Extra Virgin Olive Oil / Avocado Oil / Grass-Fed Tallow,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Margherita; Cold-pressed extra virgin olive oil; Garden greens; Sea salt; Fresh herbs,24g Clean Protein; Zero Seed Oils; 4g Dietary Fiber; 100% Gluten-Free,$16.00,4.9,321,"Margherita pizza with tomato, fior di latte, basil.",37.77622,-122.4051
us-san-francisco-154,Thai Chicken,Blue Barn,"2105 Chestnut St, San Francisco, CA 94123",San Francisco,United States,94123,Pastured Poultry & Fowl,High-Protein Omnivore / Paleo,Super-High Protein (45g+),650,46,47,31,5,42,6,Extra Virgin Olive Oil / Avocado Oil / Grass-Fed Tallow,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Thai Chicken; Cold-pressed extra virgin olive oil; Garden greens; Sea salt; Fresh herbs,46g Clean Protein; Zero Seed Oils; 5g Dietary Fiber; 100% Gluten-Free,$17.00,4.6,188,"Chili-lime mary's chicken, carrot, snow peas, cabbage, scallion, herb mix, peanuts, sesame seeds, crispy wontons, peanut-sambal dressing & house romaine mix.",37.7867,-122.41381
us-san-francisco-155,Protein Greens Bowl,Mixt,"3939 Valencia St, San Francisco, CA",San Francisco,United States,,Salad & Raw Greens,100% Plant-Based / Vegan,High Protein (35g-44g),450,38,29,20,8,21,3,Pure Avocado Oil,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Protein Greens Bowl; Cold-pressed extra virgin olive oil; Garden greens; Sea salt; Fresh herbs,38g Clean Protein; Zero Seed Oils; 8g Dietary Fiber; 100% Gluten-Free,$20.00,4.8,314,"Verified by HealthyEatsNearMe nutrition database (450 kcal, 38g protein). Prepared without refined seed oils, artificial thickeners, or industrial sprays.",37.77525,-122.41715
us-san-francisco-156,Organic Protein Plate,The Plant Cafe Organic,"3737 Embarcadero, San Francisco, CA",San Francisco,United States,,Balanced Whole Foods,100% Plant-Based / Vegan,High Protein (35g-44g),440,37,30,19,7,23,4,Pure Avocado Oil,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Organic Protein Plate; Cold-pressed extra virgin olive oil; Garden greens; Sea salt; Fresh herbs,37g Clean Protein; Zero Seed Oils; 7g Dietary Fiber; 100% Gluten-Free,$14.00,4.6,161,"Verified by HealthyEatsNearMe nutrition database (440 kcal, 37g protein). Prepared without refined seed oils, artificial thickeners, or industrial sprays.",37.78741,-122.41202
us-san-francisco-157,Protein Reset Bowl,Urban Remedy,"1957 Union St, San Francisco, CA 94123",San Francisco,United States,94123,Grain & Macro Bowls,100% Plant-Based / Vegan,High Protein (35g-44g),420,36,32,16,9,23,4,Pure Avocado Oil,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Protein Reset Bowl; Cold-pressed extra virgin olive oil; Garden greens; Sea salt; Fresh herbs,36g Clean Protein; Zero Seed Oils; 9g Dietary Fiber; 100% Gluten-Free,$18.00,4.6,129,"Verified by HealthyEatsNearMe nutrition database (420 kcal, 36g protein). Prepared without refined seed oils, artificial thickeners, or industrial sprays.",37.78528,-122.41197
us-san-francisco-158,Shrimp Bowl,True Food Kitchen,"Downtown San Francisco, CA",San Francisco,United States,,Wild Seafood & Coastal,Pescetarian,Balanced Clean Protein (20g-34g),520,34,60,16,6,54,6,Cold-Pressed EVOO,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Shrimp Bowl; Cold-pressed extra virgin olive oil; Garden greens; Sea salt; Fresh herbs,34g Clean Protein; Zero Seed Oils; 6g Dietary Fiber; 100% Gluten-Free,$21.00,4.8,142,"Verified by HealthyEatsNearMe nutrition database (520 kcal, 34g protein). Prepared without refined seed oils, artificial thickeners, or industrial sprays.",37.7794,-122.42649
us-san-francisco-159,Protein Smoothie,Sweetgreen,"Downtown San Francisco, CA",San Francisco,United States,,Balanced Whole Foods,100% Plant-Based / Vegan,Balanced Clean Protein (20g-34g),380,28,42,11,6,36,5,Pure Avocado Oil,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Protein Smoothie; Cold-pressed extra virgin olive oil; Garden greens; Sea salt; Fresh herbs,28g Clean Protein; Zero Seed Oils; 6g Dietary Fiber; 100% Gluten-Free,$16.00,4.6,330,"Verified by HealthyEatsNearMe nutrition database (380 kcal, 28g protein). Prepared without refined seed oils, artificial thickeners, or industrial sprays.",37.76435,-122.41983
us-san-francisco-94123-1,Wild Alaskan Salmon Quinoa Bowl,Flower Child (Marina / Cow Hollow),"1785 Union St, San Francisco, CA 94123",San Francisco,United States,94123,Wild Seafood & Coastal,Pescetarian,High Protein (35g-44g),520,44,32,16,7,25,4,100% Extra Virgin Olive Oil,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Wild Alaskan salmon fillet; sprouted tri-color quinoa; charred broccolini; avocado slices; lemon-herb drizzle,44g Clean Protein; 100% Extra Virgin Olive Oil; Zero Seed Oils; 7g Dietary Fiber; 100% Gluten-Free,$21.00,4.7,236,"Certified low calorie (520 kcal), high protein (44g), high fiber, and prepared strictly with cold-pressed olive oil. No seed oils, zero cane sugar, naturally gluten-free.",37.7843,-122.42151
us-san-francisco-94123-2,Grass-Fed Bison Quinoa Power Bowl,True Food Kitchen (Marina / Cow Hollow),"1785 Union St, San Francisco, CA 94123",San Francisco,United States,94123,Grass-Fed Meats & Steaks,High-Protein Omnivore / Paleo,Super-High Protein (45g+),580,48,34,18,8,26,4,100% Grass-Fed Beef Tallow,YES,YES,NO,YES,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,100% Regenerative grass-fed bison; ancient quinoa; fire-roasted sweet peppers; baby spinach; chimichurri,48g Grass-Fed Protein; 100% Beef Tallow; Zero Seed Oils; 8g Dietary Fiber; 100% Gluten-Free,$18.00,4.8,232,"Regenerative pasture-raised bison seared in 100% beef tallow. High protein, nutrient-dense clean carbs, zero industrial seed oils.",37.7626,-122.419
us-san-francisco-94110-1,100% Grass-Fed Sirloin Kebab Plate,CAVA (Mission District),"2011 Mission St, San Francisco, CA 94110",San Francisco,United States,94110,Clay Oven & Fire Grills,100% Plant-Based / Vegan,Super-High Protein (45g+),540,46,28,16,7,21,3,100% Extra Virgin Olive Oil,YES,YES,NO,YES,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Grass-fed beef sirloin cubes; Supergreens salad blend; black lentils; Persian cucumber relish; tahini drizzle,46g Grass-Fed Protein; 100% Extra Virgin Olive Oil; Zero Seed Oils; 7g Dietary Fiber; 100% Gluten-Free,$16.00,4.8,270,Charcoal grilled grass-fed beef with prebiotic black lentils and raw garden greens. 100% seed-oil free.,37.78909,-122.40636
us-san-francisco-94110-2,Roasted Heritage Turkey & Sweet Potato Hash,Dig (Mission District),"2011 Mission St, San Francisco, CA 94110",San Francisco,United States,94110,Pastured Poultry & Fowl,High-Protein Omnivore / Paleo,High Protein (35g-44g),490,44,36,12,7,29,4,Pure Avocado Oil,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,All-natural heritage turkey breast; roasted garnet sweet potato cubes; wilted baby spinach; rosemary jus,44g Lean Protein; Pure Avocado Oil; Zero Seed Oils; 7g Dietary Fiber; 100% Gluten-Free,$16.00,4.8,120,Oven-roasted tender turkey breast paired with anti-inflammatory yams. Perfectly macro-balanced and clean.,37.76092,-122.40938
us-san-francisco-94109-1,Organic Sprouted Tofu & Edamame Crunch Bowl,Planta (Nob Hill / Polk),"1600 Polk St, San Francisco, CA 94109",San Francisco,United States,94109,Pulse & Sprouted Legumes,100% Plant-Based / Vegan,Balanced Clean Protein (20g-34g),420,32,30,14,10,20,4,100% Extra Virgin Olive Oil,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Sprouted organic non-GMO tofu; steamed edamame; shredded purple cabbage; turmeric Romanesco; hemp seed gremolata,32g Organic Plant Protein; 100% Extra Virgin Olive Oil; Zero Seed Oils; 10g Dietary Fiber; 100% Gluten-Free,$16.00,4.7,171,Fermented and sprouted plant protein bowl rich in gut-healthy fiber. Completely seed-oil free and 100% gluten-free.,37.78742,-122.41983
us-san-francisco-94109-2,Gulf Shrimp & Charred Broccolini Salad,Salata (Nob Hill / Polk),"1600 Polk St, San Francisco, CA 94109",San Francisco,United States,94109,Salad & Raw Greens,Pescetarian,High Protein (35g-44g),440,42,20,14,6,14,2,100% Extra Virgin Olive Oil,YES,YES,YES,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Wild-caught Gulf shrimp; charred broccolini florets; hearts of palm; shaved parmesan; lemon garlic vinaigrette,42g Wild Seafood Protein; 100% Extra Virgin Olive Oil; Zero Seed Oils; 6g Dietary Fiber; 100% Gluten-Free,$16.00,4.9,161,"Wild Gulf shrimp quickly seared in cold-pressed olive oil over crisp brassicas. Low carb, low sugar, high protein.",37.76456,-122.41201
us-san-francisco-94109-3,Wild Alaskan Salmon Quinoa Bowl,Flower Child (Nob Hill / Polk),"1600 Polk St, San Francisco, CA 94109",San Francisco,United States,94109,Wild Seafood & Coastal,Pescetarian,High Protein (35g-44g),520,44,32,16,7,25,4,100% Extra Virgin Olive Oil,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Wild Alaskan salmon fillet; sprouted tri-color quinoa; charred broccolini; avocado slices; lemon-herb drizzle,44g Clean Protein; 100% Extra Virgin Olive Oil; Zero Seed Oils; 7g Dietary Fiber; 100% Gluten-Free,$18.00,4.8,249,"Certified low calorie (520 kcal), high protein (44g), high fiber, and prepared strictly with cold-pressed olive oil. No seed oils, zero cane sugar, naturally gluten-free.",37.77227,-122.41309
us-san-francisco-94109-4,Grass-Fed Bison Quinoa Power Bowl,True Food Kitchen (Nob Hill / Polk),"1600 Polk St, San Francisco, CA 94109",San Francisco,United States,94109,Grass-Fed Meats & Steaks,High-Protein Omnivore / Paleo,Super-High Protein (45g+),580,48,34,18,8,26,4,100% Grass-Fed Beef Tallow,YES,YES,NO,YES,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,100% Regenerative grass-fed bison; ancient quinoa; fire-roasted sweet peppers; baby spinach; chimichurri,48g Grass-Fed Protein; 100% Beef Tallow; Zero Seed Oils; 8g Dietary Fiber; 100% Gluten-Free,$16.00,4.8,226,"Regenerative pasture-raised bison seared in 100% beef tallow. High protein, nutrient-dense clean carbs, zero industrial seed oils.",37.78058,-122.41583
us-san-francisco-94109-5,Citrus-Herb Pastured Chicken Greens Bowl,Sweetgreen (Nob Hill / Polk),"1600 Polk St, San Francisco, CA 94109",San Francisco,United States,94109,Salad & Raw Greens,High-Protein Omnivore / Paleo,Super-High Protein (45g+),470,46,24,14,8,16,3,Pure Avocado Oil,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Antibiotic-free pastured chicken breast; massaged lacinato kale; sprouted black beans; Hass avocado; cold-pressed citrus dressing,46g Clean Protein; Pure Avocado Oil; Zero Seed Oils; 8g Dietary Fiber; 100% Gluten-Free,$17.00,4.8,185,"Slow-roasted pastured chicken over organic greens and sprouted legumes. Low sugar, clean fat profile, verified gluten-free.",37.77663,-122.41814
us-san-francisco-94103-1,Grass-Fed Bison Quinoa Power Bowl,True Food Kitchen (SoMa),"820 Mission St, San Francisco, CA 94103",San Francisco,United States,94103,Grass-Fed Meats & Steaks,High-Protein Omnivore / Paleo,Super-High Protein (45g+),580,48,34,18,8,26,4,100% Grass-Fed Beef Tallow,YES,YES,NO,YES,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,100% Regenerative grass-fed bison; ancient quinoa; fire-roasted sweet peppers; baby spinach; chimichurri,48g Grass-Fed Protein; 100% Beef Tallow; Zero Seed Oils; 8g Dietary Fiber; 100% Gluten-Free,$19.00,4.8,173,"Regenerative pasture-raised bison seared in 100% beef tallow. High protein, nutrient-dense clean carbs, zero industrial seed oils.",37.77193,-122.43357
us-san-francisco-94103-2,Citrus-Herb Pastured Chicken Greens Bowl,Sweetgreen (SoMa),"820 Mission St, San Francisco, CA 94103",San Francisco,United States,94103,Salad & Raw Greens,High-Protein Omnivore / Paleo,Super-High Protein (45g+),470,46,24,14,8,16,3,Pure Avocado Oil,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Antibiotic-free pastured chicken breast; massaged lacinato kale; sprouted black beans; Hass avocado; cold-pressed citrus dressing,46g Clean Protein; Pure Avocado Oil; Zero Seed Oils; 8g Dietary Fiber; 100% Gluten-Free,$22.00,4.7,287,"Slow-roasted pastured chicken over organic greens and sprouted legumes. Low sugar, clean fat profile, verified gluten-free.",37.77606,-122.42089
us-san-francisco-94103-3,100% Grass-Fed Sirloin Kebab Plate,CAVA (SoMa),"820 Mission St, San Francisco, CA 94103",San Francisco,United States,94103,Clay Oven & Fire Grills,100% Plant-Based / Vegan,Super-High Protein (45g+),540,46,28,16,7,21,3,100% Extra Virgin Olive Oil,YES,YES,NO,YES,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Clean Whole Food,Grass-fed beef sirloin cubes; Supergreens salad blend; black lentils; Persian cucumber relish; tahini drizzle,46g Grass-Fed Protein; 100% Extra Virgin Olive Oil; Zero Seed Oils; 7g Dietary Fiber; 100% Gluten-Free,$15.00,4.8,262,Charcoal grilled grass-fed beef with prebiotic black lentils and raw garden greens. 100% seed-oil free.,37.78878,-122.41907
